recording url,ID,Done
https://cloudphone.tatateleservices.com/file/recording?callId=1762853368.45544&type=rec&token=WXc0cHlJdzVBT29HYldMcWxjaXZkMFRWTFVGaWpXR2lCVldvaHdoY3V5YzN6dDZJVllEUE9acmV6QXJFUFpnNTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762853368.45544,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762849109.242757&type=rec&token=YlVZbjd4cS8zMEF0Y28rYmc5UmdUQnJUcGJUWUxsYzFmMkhvbERYTEtHczlPaDFpVXo0Qm42NDRpNHI1SlNyQTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762849109.242757,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762841246.188348&type=rec&token=bFdKakJkbW9CQ0tDbldVZWQzdnliVnNYd2R3Vnk3aEcxajVHemo0d09HenhRSEV0SzVjVzNOOXA2bzdOK0MxVDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762841246.188348,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762856005.269595&type=rec&token=RXVBMlQ3SmRTaS9OSmgwYWY1LytYRndiSDZmQVIwdVpyVDVQSnZhdW81SWhMQXNNZEhqWUt5aGhzTTE4Rk5Kbzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762856005.269595,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762853793.251896&type=rec&token=MDh5VUJqanNSNUVBWlMwVmFGU245SnVhOEoxOXRDOTNNVElSV1poS1ZVL1cxLzBDbkpVU1dJRU9IRXQweGRDcjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762853793.251896,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762863723.283273&type=rec&token=M2c1aGgrNkJJSjFEQjBmRkNWVFZjazBMY3RGMEYwbkJjeHhJSEt5WWNtd0NuT3U1a3BPMjh2NGhwSC9RVU1lWTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762863723.283273,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762865193.64913&type=rec&token=bFByMXpLSjZOcW01eEpXSzEySDhGUHkrdHNkbzRTNjdYSEtQNW1WbHByOFJObUJXdGthL0tkODJybDAvUWNhMDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762865193.64913,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762839864.7185&type=rec&token=SDUzbERHRWVhQlNPNWlZUFFNT091a1ZtZ0UvZlBnQzhlbDZmbzFqRjhraDNaTWREbFVQdjFUd0tIRDdWWWl3bTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762839864.7185,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762851655.252660&type=rec&token=bzN4ZnV4RXNaS0doekg3Tk9JTkQwdFlLTkNkZ2FyQnF3Q1ZwNWlza1J2djdhSUVBUFlCOVBXRGNUem5XN2xDOTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762851655.252660,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762856997.48122&type=rec&token=TjZaZWlTZVN2ZkY1LzhCZkE3N3B4cGc5QzZCU0hzYlZLSnZWalkyTTdONmd4SkNOVGVXUnd4NGJrWm1mbldIazo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762856997.48122,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762854172.46188&type=rec&token=ZXRBTWtqNzc0TU42aFdBaUZrcmZoSFhEeDFlMUZiQ3Z1aVhHWmdwdWN6Ukd4dGEyM2JWNXJmVHlIWkNOYSsxMDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762854172.46188,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762844376.38414&type=rec&token=VDhLVTl6ZkFqRUxSTi9LWGRnWnF0MFNEU1gzdVJkS0MvN3pzL3VXbW4valdUSG5HZW80aHFnR2lWWW5ZQUV0Yjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762844376.38414,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762860241.50938&type=rec&token=c3E5RHRrTVRwalEwMm9ZM2VsTDlpYVlUdjQya2djYWhwZlJYY1g0NXJkclpJU2QvdytRK3JGK0swZTZ3L3kwMzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762860241.50938,
https://cloudphone.tatateleservices.com/file/recording?callId=1762857314.150581&type=rec&token=aUV5RDdUSzhGeWFuZVByMmNua1UyWUc1dVBpc013T0hKUmpaSXR5anY0d0poWWZUUXdJQUpUTS9UZzI0WWZIUTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762857314.150581,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762851923.138860&type=rec&token=aGVJNVNCWkJRRFpEVGFRUkVKbFZOMVd6b2VFMmNkdjczVlArc0p3Mm1FeThaVCs3UHNDbS9aTUVHWFRFck1LKzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762851923.138860,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762776746.67842&type=rec&token=ZzdGKzJGeEl4ZkRkM2tIcHlWa0RUN3VZWGNzL3BCejVVVXRZZXBHMzM0d2Vva0lOVGZVdWh1MDVkMWJnN0VPSDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762776746.67842,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762757086.41882&type=rec&token=bElvMmZyOUJZd2E3MTAxdWRnam95ZmVOUzZRMzlna0ttdWsxcDlFMmxrU3RHTGJkNERpRmpSZFQ2YlNMWlcyTTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762757086.41882,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762752285.3302&type=rec&token=cTNPaFdnZmZoRWRIc2ZtYUhRZlgyNDJyV0VvSXVrd29kOXlNR2NJOUhhMVhIRzJIYThmRXVybUFna09RTXVIMjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762752285.3302,
https://cloudphone.tatateleservices.com/file/recording?callId=1762760071.9612&type=rec&token=allSVFd2Nlgzd2dYYnRtQUovVWtPclFkU240RS94aU9Ga3ljNkVYdWZYbGVLVFNEdlVybGdjK0lxbjJwWkthSTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762760071.9612,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762765386.13523&type=rec&token=R2UrcVlXbVdqRkJmNVRvbVVqUnFrZU5vandLWEpjVFdscGw5dE9ZYVR2cllXZ1h3UXNpQjlBMXFUTFhGV29xZTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762765386.13523,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762771713.96956&type=rec&token=SEhJazZaaEFIYmo4L2YyMHZqOTVhRVlzSFpMUC9UdHRzenpVWEVTMkQva01uUGhzcElIdFhBUVA5Y3VQcE1pQTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762771713.96956,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762766334.14533&type=rec&token=T0t2Yit0Nkd4QzNUY01CYmVHWHRyNGd6MGg5Vy9MNktsQW5jRjBTc0lIQjJNMWxzMFV4Wk8zQkJ6ZEMyRm90TTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762766334.14533,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762767467.86887&type=rec&token=WElhb2djcGFXZXJ6VVhYdmY4WUlURHJTdFhVT3c0S2dBaG50RU9HTng3NFRnSTNsYjRteTBBeUFuQXdsNFgvazo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762767467.86887,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762768800.16494&type=rec&token=d0lobWw5emtOTmJleUczTW1ka0JBR3lubmIzZ3V4cmdNbEJhTERJUHZmY0xwSytFbVlnc3R4WER4b2FLVHlMOTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762768800.16494,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762765920.585009&type=rec&token=dVZaYjVielFNSXUreUNUUGg3ekdsY2Jyd3JMWFFnYUNZeDBpQkM1SUtiZjFTa2s0UlZNTTlkS1A0Q1R4MjBsRTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762765920.585009,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762761862.35255&type=rec&token=bkJic0RuM1YwZ0RmMTh3a2lMdHhReFhXa1liQlJJSmRtKzZIa3dXSno5VkpMR2tRRHBXYVVBU2c1YkRhSDY5Kzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762761862.35255,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762768828.88029&type=rec&token=L045WTZTOUxoRi9icUJqRzM3czl1RkI1bUNpZ29mM0w4TXYvQmc4aFozSndyMUpXS0d1dG1nRVdGcjlDV3JxTzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762768828.88029,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762778772.124154&type=rec&token=bHY1TWRSL3pkNmF0czU0ayttNHVIc0NLVTNsdnJKSnVwR3hNM0Y2MHdzSzNtL1ZKek1oU3EzeU9uMGFuNG9EYzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762778772.124154,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762780045.25927&type=rec&token=eDBLcm1iQWFzOE9QS0o3SXVtYmM3QVgvYkNIYkFpVXdBMk84MnVicDA3anZ5aHVWTmxqeXhWOXIrNElWbHZrMDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762780045.25927,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762779041.25276&type=rec&token=YUtZUFZ0YU1qemlpUTd1NzZUWnF6eXpUc0dXekh2TnQvdEFnNTJtQ0wyOHhnQ3lCQTZBR0JZMDVGa01tbmQ1bzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762779041.25276,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762758982.29548&type=rec&token=VEZLSHpKZFhYeisvRUdEa0xKNVFuZGd0UGJhcy9CWXpFK3VLOHNqVnhwQkFvcWtnWiszRjdGcUlYNEJ6U09reDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762758982.29548,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762773415.597618&type=rec&token=dlhBa1VKdDJWWWVleWplT3k3ZUhGQVZuMXhFNDROR2Jodlo3eXhuZnczNXFzL1IvVjFTVEJzMjltaWk4aUJQcjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762773415.597618,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762760390.57978&type=rec&token=Vlh5OWZqSWRwQ3B3WDdzQ05FL0JCMlRrUW1yM2lpbDlvRmZPQWt0dXNtVkpQb3RMUEpxcVBQb1Z0ZHZLeVVvbDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762760390.57978,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762770959.97789&type=rec&token=U2VFeUpWMkNtcVRrQkt4d003MHZDWS9sZndMWjRvOEk1RmNiNmpjb1pKSEk5bFhZc1EzaDJJM2x0aFFpT0JnVzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762770959.97789,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762767935.48042&type=rec&token=MXdyK3p4TEFTQWlTL0hJNWExVGUwdllXOStvNEhVM3FZZktrcnlHWDV6dWo2dzRCOFp2c05weUZMajRSZXdKczo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762767935.48042,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762756443.24144&type=rec&token=anZvWlA4NU9BcUlrVUg0ZmtDcVlCWm91S1pqL01MSkRaZlEwWG00anJqa29kaCtVa2V0R1lQVlloYUxmd3BEbzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762756443.24144,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762672925.201617&type=rec&token=L2dLWVVTQXZ3c0pMZnVjajVuTFI2SWY2ZDlqdUF5bENvMVNEQmJUUTExZE5NV1JEQlZWRmQvRmcrTkhXZ3JIZzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762672925.201617,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762684231.208593&type=rec&token=UUl0RHVSMENMNWtSdWt4YzRTcU9rOE1tSmFoWnR1WWJVVGwzZU9nSkRlOHhHRXdqUC8vYkRETjlEV1BNZHhZcTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762684231.208593,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762587248.758810&type=rec&token=cUFKdmRaNk1SSjJaS2s0OEV0TjFxMVM5aG5aQTlrZ1RJT1pPYlMxd1pwaGxEUTRKYWt2Ym5lMCtwYWtidk01Qjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762587248.758810,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762577738.721201&type=rec&token=Q0RHNC9DeXNNT2NVSENDWG9saHdJRVU3VnRsVTBjVzlnNVRyMkZ1TUh0L2Z6TDlKTW45cllVT3Y5bVVCVTYxMjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762577738.721201,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762581382.729385&type=rec&token=NmhCMUtqZmxsOVhJM0xiT2RwdE50Z1htSDZEL3h2amN2MWgvWFpUKzRFZjFIc295U2Y1Y3RmWk8vOUpxMU5jMjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762581382.729385,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762577342.161586&type=rec&token=NUlTWk12aUJucE0zRlNJRlNJbmxVdnVtS0JrOGNrMlo4UzFDR3YxUzdNTEhMdVJKZHRpL0R4bW5ZN2psMlpWRTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762577342.161586,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762594681.442259&type=rec&token=aHpSODJjK1NwRjJjSXluK0o4Q3lUc01rNEhvcDRFWER6dUYwRTB4UEdwMlM1SkJkUTY1ckZvdFBUc3ZrekhNZDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762594681.442259,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762605728.829401&type=rec&token=QVdMaUNlWVpPZXFCVHNqZVN6dXNXQWVjblI0Z3paaXVLL1RLdEFCMXg2NmtZVTNVRlB6VTlqVHNKaXEzUWhrQzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762605728.829401,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762610728.189640&type=rec&token=OWdnakxrZ2ZEdXdGaVBoTjMwRytXV1hFOGlpTVRsaXhUbitiMkNvUmNoZE1EbHRNWUg2dmp1a09IVEgvYkNXVjo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762610728.189640,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762594662.820126&type=rec&token=OTlBNEZPNURUYlUrUnFhN3NtUUpBZjVvS0FZa2NOWFdVSGRvRnVidkdqdTVHN1RzYnUzUjMrNXdud1hEUVZ6WTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762594662.820126,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762595687.781547&type=rec&token=dUtNNkl3UFZBdWc2b2dYZEV2VDc1dHhZelhoT3FJK0xTZWc4SVg2dFI5WldqODA1cTNIQnpQQzBTdVVlaitidzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762595687.781547,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762601409.835786&type=rec&token=d1JvdTY0L2I5djRPa2lrMzBoeEc4aVhibWNOdUM3Y1EzdUJCbk9NcUJwUEdwcitqdDlFaHJPeDdZNTJXRU5mMzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762601409.835786,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762593417.740956&type=rec&token=eE93NXBnQWFQVGJZN3pWdnl5L1VMTVhvQ09ndUdMTlU4bExmV1BVWWU2SWdHRFdhZEFmWlZVNEVhb2FFZDJsZzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762593417.740956,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762594931.776862&type=rec&token=NEt0WE9lWlJSZkNRNC85RzMwZlA3LzV6bk9WSmpGTm5xSDRSWnB4L0JyQmlpT0RCT205Z2JqMFVLazhKQ2Q5ZDo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762594931.776862,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762583867.418330&type=rec&token=WC9qL1RBK1VDSnJpUkdhMjhaVWkvSENlcHZPNm41RThNNkdhYW9qTStCTzZVZ2hmVUxnV25RUDZBSkhoQ2pzVzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762583867.418330,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762517525.150522&type=rec&token=OGE0WFVPNnJaOE9pM2poNHZyckdVL0FMMWNZKytyZ1ltNHJqbEZ6Y0tZNTJ5UDNSNWc4UU9qMXUwczEzN1p3cTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762517525.150522,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762498138.337881&type=rec&token=YUluSEdsNDFBdXlCSnZoYStHYjVlMityNDFjSnRBTENzUVNadGJEbEJBeGgwUk9xanYrWDdmSDJ5OFhrZStTZTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762498138.337881,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762510619.626638&type=rec&token=R21jYVQxVExBSElna2JmeTRQUkV1QmUzTlpKaHJtRFJZb080aFgxNlpleHBSQW53Y0pIK3c5cEtLWTV2WFZPZzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762510619.626638,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762516870.690967&type=rec&token=enRDVVl2Zmg0NGFRM1FQbXhaRGt2ekFCWmdPK0IrVE0zbThKY2tjT21XUmFhTTFpVVhGK0tVQUdyRU4yU0Z5dzo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762516870.690967,YES
https://cloudphone.tatateleservices.com/file/recording?callId=1762492606.587014&type=rec&token=MGl1dmJDVUpIdWRwUDVkblcreGQxKzBsMFJZSFVhai9HL0o2U3ZIVDc5czR6UFpGR1BTeExxVERNcWROVG1UeTo6YWIxMjM0Y2Q1NnJ0eXl1dQ%3D%3D,1762492606.587014,YES
